BOARDID;TRADEDATE;SHORTNAME;SECID;NUMTRADES;VALUE;LOW;HIGH;CLOSE;LEGALCLOSEPRICE;ACCINT;WAPRICE;YIELDCLOSE;OPEN;VOLUME;MARKETPRICE2;MARKETPRICE3;ADMITTEDQUOTE;MP2VALTRD;MARKETPRICE3TRADESVALUE;ADMITTEDVALUE;MATDATE;DURATION;YIELDATWAP;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;FACEVALUE;CURRENCYID;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;TRADINGSESSION
TQRD;2021-09-03;ОткрХОЛ 5;RU000A0JTX09;2;35.4;1.77;1.77;1.77;1.77;;1.77;;1.77;2;;1.74;1.77;0.0;504244.9;0.0;2028-04-25;;;;;0.01;0.02;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД БО-18;RU000A0JTY57;0;0.0;;;;;17.89;;;;0;;;;0.0;0.0;0.0;2043-04-29;;;;;6.53;32.56;2021-11-24;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-23;RU000A0JTYJ6;0;0.0;;;;;0.82;;;;0;;;;0.0;0.0;0.0;2048-04-27;;;;;7.46;18.6;2021-11-29;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-28;RU000A0JTYK4;0;0.0;;;;;0.82;;;;0;;;;0.0;0.0;0.0;2048-04-27;;;;;7.46;18.6;2021-11-29;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснефть06;RU000A0JTYL2;2;7008.4;100.09;100.3;100.3;100.3;18.03;100.12;6.92;100.09;7;;99.45;100.3;0.0;505196.7;0.0;2023-05-30;598.0;7.04;;;7.0;34.9;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснефть09;RU000A0JTYM0;0;0.0;;;;102.98;18.03;;5.24;;0;;100.89;102.98;0.0;501421.7;0.0;2023-05-30;598.0;;;;7.0;34.9;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснефть10;RU000A0JTYN8;9;87544.0;99.45;99.55;99.45;99.45;18.03;99.48;7.47;99.55;88;99.54;99.54;99.45;640046.1;636064.5;640046.1;2023-05-30;598.0;7.45;;;7.0;34.9;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТКБ БО-2;RU000A0JTYQ1;0;0.0;;;;99.45;;;;;0;;;99.45;0.0;0.0;0.0;2023-05-30;;;;;0.1;0.5;;;1000.0;SUR;;;;2022-06-03;RUB;3
TQCB;2021-09-03;ДОМ.РФ26об;RU000A0JTZF1;0;0.0;;;;116.05;6.17;;-59.21;;0;;;116.05;0.0;0.0;0.0;2029-11-01;;;;;6.82;17.19;2021-11-01;;1000.0;SUR;;;;2021-11-03;RUB;3
TQCB;2021-09-03;РЖД БО-09;RU000A0JTZM7;0;0.0;;;;;13.95;;;;0;;;;0.0;0.0;0.0;2028-06-08;;;;;6.53;32.56;2021-12-16;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ДержаваБ01;RU000A0JU0B2;0;0.0;;;;100.0;9.04;;6.13;;0;;;100.0;0.0;0.0;0.0;2023-07-10;;;;;6.0;15.12;2022-01-10;2021-08-31;1000.0;SUR;;;;2022-01-12;RUB;3
TQCB;2021-09-03;ОткрФКББ02;RU000A0JU0N7;2;2167.0;72.23;72.24;72.23;72.23;0.04;72.23;8.37;72.24;3;;73.22;72.23;0.0;538913.7;0.0;2025-09-24;1482.0;8.37;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;НацСтдБО-2;RU000A0JU0U2;0;0.0;;;;100.0;8.37;;6.6;;0;;;100.0;0.0;0.0;0.0;2023-07-18;;;;;6.5;32.77;;2021-08-13;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РСХБ 21;RU000A0JU1Q8;0;0.0;;;;98.36;6.78;;6.55;;0;;97.92;98.36;0.0;967479.0;0.0;2023-07-18;654.0;;;;5.5;27.42;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ИФКСОЮЗ3;RU000A0JU278;0;0.0;;;;99.99;;;;;0;;;99.99;0.0;0.0;0.0;2028-07-18;;;;;0.1;1.0;;;1000.0;SUR;;;;2022-08-01;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-26;RU000A0JU2K9;0;0.0;;;;;6.37;;;;0;;;;0.0;0.0;0.0;2048-06-30;;;;;7.5;18.7;2021-11-02;;1000.0;SUR;;;;2047-07-09;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-27;RU000A0JU2L7;0;0.0;;;;;6.37;;;;0;;;;0.0;0.0;0.0;2048-06-30;;;;;7.5;18.7;2021-11-02;;1000.0;SUR;;;;2047-07-09;RUB;3
TQRD;2021-09-03;ОткрХОЛ 6;RU000A0JU2N3;2;472.5;2.25;2.25;2.25;2.25;;2.25;;2.25;21;;2.99;2.25;0.0;505356.6;0.0;2028-07-27;;;;;0.02;0.01;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АИЖК-13 А2;RU000A0JU3J9;0;0.0;;;;129.2;6.09;;-100.0;;0;;;129.2;0.0;0.0;0.0;2045-09-09;;;;;9.0;6.52;2021-09-09;2021-02-11;287.3;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД БО-12;RU000A0JU542;0;0.0;;;;;0.2;;;;0;;;;0.0;0.0;0.0;2033-08-18;;;;;7.46;37.2;2022-03-03;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РСХБ 22;RU000A0JU6A1;0;0.0;;;;98.01;28.25;;7.45;;0;;;98.01;0.0;0.0;0.0;2023-09-18;;;;;6.25;31.16;;2021-08-24;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЕСОЛизБ01;RU000A0JU6M6;0;0.0;;;;99.91;42.61;;9.99;;0;;;99.91;0.0;0.0;0.0;2023-09-21;;;;;9.6;47.87;2022-03-24;;1000.0;SUR;;;;2022-03-28;RUB;3
TQCB;2021-09-03;ВТБ БО-43;RU000A0JU773;28;666744.3;98.59;98.69;98.65;98.65;8.8;98.63;6.99;98.59;676;98.63;98.63;98.65;666744.3;666744.3;666744.3;2023-09-29;294.0;7.02;;;5.1;12.72;2022-07-01;2021-09-03;1000.0;SUR;;6.8253;;2022-07-05;RUB;3
TQCB;2021-09-03;РЖД БО-13;RU000A0JU7B7;0;0.0;;;;;27.59;;;;0;;;;0.0;0.0;0.0;2033-09-19;;;;;6.67;33.26;2021-10-04;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-29;RU000A0JU7S1;0;0.0;;;;;10.19;;;;0;;;;0.0;0.0;0.0;2048-09-07;;;;;7.02;17.5;2021-10-11;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ГПБ БО-07;RU000A0JU7Y9;0;0.0;;;;100.8;30.84;;1.99;;0;;100.4;100.8;0.0;1838393.7;0.0;2023-10-22;49.0;;;;8.4;42.12;2021-10-22;2021-09-01;1000.0;SUR;;;;2021-10-26;RUB;3
TQCB;2021-09-03;ОткрФКБ9;RU000A0JU872;0;0.0;;;;87.0;3.32;;7.72;;0;;86.79;87.0;0.0;525095.1;0.0;2023-11-11;789.0;;;;1.0;5.04;;2021-09-01;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;Ситимат01;RU000A0JU9K4;0;0.0;;;;98.9;203.77;;8.02;;0;;;98.9;0.0;0.0;0.0;2024-05-07;;;;;8.75;350.24;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД БО-15;RU000A0JU9M0;0;0.0;;;;;22.88;;;;0;;;;0.0;0.0;0.0;2038-10-11;;;;;6.79;33.86;2021-11-01;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ИРКУТ БО-4;RU000A0JUA45;3;102154.5;100.15;100.3;100.15;100.15;28.6;100.15;8.15;100.3;102;100.14;100.14;100.15;960359.8;618848.3;960359.8;2023-11-06;66.0;8.15;;;9.0;44.88;2021-11-08;2021-09-03;1000.0;SUR;;7.5414;;2021-11-10;RUB;3
TQCB;2021-09-03;РСХБ 23;RU000A0JUAD7;1;5013.5;100.27;100.27;100.27;100.27;27.16;100.27;7.38;100.27;5;100.4;100.4;100.27;115803244.6;13982691.0;115803244.6;2023-11-10;70.0;7.38;;;8.85;44.13;2021-11-12;2021-09-03;1000.0;SUR;;6.6707;;2021-11-16;RUB;3
TQIR;2021-09-03;РСГ-ФинБ01;RU000A0JUAG0;12;48142.0;99.09;101.63;101.63;101.63;28.11;100.3;8.18;100.21;48;;100.58;101.63;0.0;504920.4;0.0;2025-11-11;414.0;9.42;;;9.5;47.37;2022-11-15;2021-09-03;1000.0;SUR;;8.0832;;2022-11-17;RUB;3
TQCB;2021-09-03;РЖД-30 обл;RU000A0JUAH8;20;177477464.8;98.2;98.56;98.2;98.2;19.97;98.19;7.53;98.56;180641;98.25;98.25;98.2;177477464.8;177477464.8;177477464.8;2028-11-07;1047.0;7.53;;;6.75;33.66;2024-11-12;2021-09-03;1000.0;SUR;;7.4865;;2024-11-15;RUB;3
TQCB;2021-09-03;ГазпромБ19;RU000A0JUAN6;0;0.0;;;;;19.93;;;;0;;;;0.0;0.0;0.0;2043-10-21;;;;;6.8;33.91;2021-11-17;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ГазпромБ20;RU000A0JUAP1;0;0.0;;;;;19.93;;;;0;;;;0.0;0.0;0.0;2043-10-21;;;;;6.8;33.91;2021-11-17;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВертолетБ2;RU000A0JUAT3;1;1001.0;100.1;100.1;100.1;100.1;21.78;100.1;7.58;100.1;1;99.97;100.25;100.1;243376260.1;120324963.0;243376260.1;2023-11-16;741.0;7.58;;;7.5;37.4;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;ОВК Фин01;RU000A0JUBD5;1;4218.0;84.36;84.36;84.36;84.36;;84.36;;84.36;5;;82.67;84.36;0.0;500990.1;0.0;2021-11-24;;;;;12.62;62.93;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АИЖ11А1/13;RU000A0JUBT1;0;0.0;;;;;1.01;;;;0;;;;0.0;0.0;0.0;2046-06-22;;;;;9.0;1.27;2021-09-22;;55.9;SUR;;;;;RUB;3
TQCB;2021-09-03;АИЖ11А2/13;RU000A0JUC19;0;0.0;;;;100.0;0.34;;2.88;;0;;;100.0;0.0;0.0;0.0;2046-06-22;;;;;3.0;0.42;2021-09-22;;55.9;SUR;;;;;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-30;RU000A0JUC92;0;0.0;;;;;0.0;;;;0;;;;0.0;0.0;0.0;2048-10-30;;;;;6.53;16.28;2021-12-03;;1000.0;SUR;;;;2046-11-12;RUB;3
TQCB;2021-09-03;ФСК ЕЭС-34;RU000A0JUCA9;0;0.0;;;;;0.0;;;;0;;;;0.0;0.0;0.0;2048-10-30;;;;;6.53;16.28;2021-12-03;;1000.0;SUR;;;;2047-11-11;RUB;3
TQCB;2021-09-03;РЖД БО-10;RU000A0JUCG6;0;0.0;;;;;15.39;;;;0;;;;0.0;0.0;0.0;2028-11-29;;;;;6.53;32.56;2021-12-08;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснефтьБ6;RU000A0JUCR3;3;162921251.0;99.85;99.85;99.85;99.85;14.76;99.85;7.3;99.85;163166;99.85;99.85;99.85;353022666.8;202921189.3;353022666.8;2023-12-11;101.0;7.3;;;6.65;33.16;2021-12-13;2021-09-03;1000.0;SUR;;6.9376;;2021-12-15;RUB;3
TQCB;2021-09-03;РоснефтьБ5;RU000A0JUCS1;5;196854325.0;99.85;99.9;99.85;99.85;14.76;99.85;7.3;99.9;197150;99.85;99.85;99.85;411353088.7;262370890.4;411353088.7;2023-12-11;101.0;7.3;;;6.65;33.16;2021-12-13;2021-09-03;1000.0;SUR;;6.9376;;2021-12-15;RUB;3
TQCB;2021-09-03;ИА ПСПб А;RU000A0JUCX1;0;0.0;;;;95.0;0.39;;74.6;;0;;;95.0;0.0;0.0;0.0;2041-07-15;;;;;8.5;0.71;2021-10-15;2021-08-27;33.16;SUR;;;;;RUB;3
TQCB;2021-09-03;ВСИА2012 А;RU000A0JUD00;0;0.0;;;;102.0;0.02;;-3.07;;0;;;102.0;0.0;0.0;0.0;2046-08-11;;;;;8.75;0.09;2021-11-11;2021-05-11;4.22;SUR;;;;;RUB;3
TQCB;2021-09-03;ВСИА2012 Б;RU000A0JUD34;0;0.0;;;;;6.93;;;;0;;;;0.0;0.0;0.0;2046-08-11;;;;;11.0;27.73;2021-11-11;;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;Финстоун01;RU000A0JUDX9;0;0.0;;;;67.5;400.17;;;;0;;;67.5;0.0;0.0;0.0;2024-01-04;;;;;0.0;0.0;;2020-10-09;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВЭБлизБ01;RU000A0JUEE7;0;0.0;;;;;8.52;;;;0;;;;0.0;0.0;0.0;2024-01-16;;;;;6.91;34.46;;;1000.0;SUR;;;;;RUB;3
TQOD;2021-09-03;ВЭБЛзUSD11;RU000A0JUFE4;0;0.0;;;;100.0;1.3;;1.53;;0;;;100.0;0.0;0.0;0.0;2024-01-30;;;;;1.53;7.63;2022-02-01;;1000.0;USD;;;;2022-02-04;USD;3
TQOD;2021-09-03;ВЭБЛзUSD12;RU000A0JUFF1;0;0.0;;;;100.0;1.3;;1.53;;0;;;100.0;0.0;0.0;0.0;2024-01-30;;;;;1.53;7.63;2022-02-01;;1000.0;USD;;;;2022-02-04;USD;3
TQOD;2021-09-03;ВЭБЛзUSD13;RU000A0JUFG9;0;0.0;;;;100.0;1.3;;1.53;;0;;;100.0;0.0;0.0;0.0;2024-01-30;;;;;1.53;7.63;2022-02-01;;1000.0;USD;;;;2022-02-04;USD;3
TQOD;2021-09-03;ВЭБЛзUSD14;RU000A0JUFH7;0;0.0;;;;100.0;1.3;;1.53;;0;;;100.0;0.0;0.0;0.0;2024-01-30;;;;;1.53;7.63;2022-02-01;;1000.0;USD;;;;2022-02-04;USD;3
TQCB;2021-09-03;РоснефтьБ1;RU000A0JUFU0;0;0.0;;;;100.6;5.85;;7.55;;0;;100.79;100.6;0.0;4822004.7;0.0;2024-02-06;158.0;;;;8.9;44.38;2022-02-08;2021-09-02;1000.0;SUR;;;;2022-02-10;RUB;3
TQCB;2021-09-03;РоснефтьБ7;RU000A0JUFV8;6;432907.2;100.6;100.99;100.74;100.74;5.85;100.68;7.2;100.61;430;100.69;100.69;100.74;504448.1;501418.7;504448.1;2024-02-06;158.0;7.35;;;8.9;44.38;2022-02-08;2021-09-03;1000.0;SUR;;6.9749;;2022-02-10;RUB;3
TQCB;2021-09-03;МежИнБанк1;RU000A0JUG56;0;0.0;;;;99.98;0.04;;0.02;;0;;;99.98;0.0;0.0;0.0;2024-04-16;;;;;0.01;0.05;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;МежИнБанк2;RU000A0JUG72;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2025-04-16;;;;;0.01;0.05;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;МежИнБанк4;RU000A0JUG98;0;0.0;;;;72.39;;;;;0;;;72.39;0.0;0.0;0.0;2025-11-06;;;;;0.01;0.05;;2021-08-19;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;ВейлФин1;RU000A0JUHV4;0;0.0;;;;12.01;;;;;0;;;12.01;0.0;0.0;0.0;2023-03-08;;;;;10.0;49.86;;2021-07-15;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АИЖК2014А3;RU000A0JUJ87;0;0.0;;;;100.86;6.35;;-41.08;;0;;100.86;100.86;0.0;4321723.07;0.0;2046-06-11;8.0;;;;8.5;6.96;2021-09-11;2021-08-18;324.71;SUR;;;;;RUB;3
TQCB;2021-09-03;Росбн14ИП;RU000A0JUJG1;0;0.0;;;;106.99;12.3;;6.45;;0;;;106.99;0.0;0.0;0.0;2024-03-27;;;;;12.0;16.64;;2021-09-01;550.0;SUR;;;;;RUB;3
TQIR;2021-09-03;АрчерФин01;RU000A0JUJW8;0;0.0;;;;0.09;424.32;;;;0;;;0.09;0.0;0.0;0.0;2027-03-23;;;;;11.14;1042.97;;2021-08-23;1000.0;SUR;;;;2022-03-25;RUB;3
TQCB;2021-09-03;ДОМ.РФ30об;RU000A0JUKX4;0;0.0;;;;99.8;0.28;;6.04;;0;;;99.8;0.0;0.0;0.0;2033-03-01;;;;;5.05;12.59;2021-12-01;2021-02-26;1000.0;SUR;;;;2021-12-03;RUB;3
TQCB;2021-09-03;РосбнБСО12;RU000A0JUL67;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2024-04-30;;;;;0.04;0.1;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РосбнБСО13;RU000A0JUL91;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2024-04-30;;;;;0.03;0.08;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РосбнБСО14;RU000A0JULA0;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2024-04-30;;;;;0.02;0.05;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РосбнБСО15;RU000A0JULC6;0;0.0;;;;100.0;;;;;0;;;100.0;0.0;0.0;0.0;2024-04-30;;;;;0.01;0.03;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ГПБ БО-08;RU000A0JUMH3;38;9302596.8;98.5;98.8;98.75;98.75;18.77;98.8;7.29;98.8;9416;98.8;98.8;98.75;9302596.8;9302596.8;9302596.8;2024-05-23;908.0;7.27;;;6.65;33.52;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;БашнфтБО5;RU000A0JUML5;0;0.0;;;;102.19;15.23;;-5.94;;0;;;102.19;0.0;0.0;0.0;2024-05-13;;;;;5.1;25.43;2021-11-15;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ЗенитБО-13;RU000A0JUPW5;0;0.0;;;;98.01;12.1;;8.52;;0;;;98.01;0.0;0.0;0.0;2024-06-13;;;;;5.66;28.22;2022-06-16;2021-08-30;1000.0;SUR;;;;2022-06-20;RUB;3
TQCB;2021-09-03;РЖД БО-19;RU000A0JUPZ8;0;0.0;;;;;13.78;;;;0;;;;0.0;0.0;0.0;2044-05-20;;;;;6.53;32.56;2021-12-17;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ГПБ БО-09;RU000A0JUQ39;28;73608936.5;95.5;98.02;95.5;95.5;10.53;95.59;7.59;98.02;77002;95.59;95.59;95.5;73608936.5;73608936.5;73608936.5;2024-06-27;953.0;7.55;;;5.65;28.33;2024-06-27;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрансФБО29;RU000A0JUQ96;0;0.0;;;;100.0;15.21;;7.58;;0;;;100.0;0.0;0.0;0.0;2024-06-17;;;;;7.5;37.4;2021-12-20;;1000.0;SUR;;;;2021-12-27;RUB;3
TQCB;2021-09-03;АшинМЗ БО1;RU000A0JUQC5;83;313098.3;92.03;92.1;92.1;92.1;13.18;92.09;41.28;92.08;340;;91.96;92.1;0.0;581195.2;0.0;2024-06-17;108.0;41.33;;;6.5;32.41;2021-12-20;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрансФБО30;RU000A0JUR04;0;0.0;;;;99.98;10.74;;7.14;;0;;;99.98;0.0;0.0;0.0;2024-07-05;;;;;7.0;34.9;2022-01-07;;1000.0;SUR;;;;2022-01-14;RUB;3
TQRD;2021-09-03;ОткрХОЛБО3;RU000A0JURM2;2;87.0;2.9;2.9;2.9;2.9;;2.9;;2.9;3;;;2.9;0.0;0.0;0.0;2027-07-14;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;ИНВЕКТОР 2;RU000A0JURT7;0;0.0;;;;94.2;6.9;;14.32;;0;;;94.2;0.0;0.0;0.0;2022-07-29;;;;;7.0;70.0;;;1000.0;SUR;;;;2021-09-07;RUB;3
TQCB;2021-09-03;ПЕРЕСВЕТБ2;RU000A0JUT85;0;0.0;;;;30.12;21.66;;9.86;;0;;;30.12;0.0;0.0;0.0;2034-08-04;;;;;0.51;87.58;;2021-07-05;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВЭБ.РФ Б11;RU000A0JUTB1;0;0.0;;;;;2.14;;;;0;;;;0.0;0.0;0.0;2029-08-16;;;;;9.75;24.31;;;1000.0;SUR;;;;;RUB;3
TQIR;2021-09-03;ОВК Фин Б1;RU000A0JUU25;2;1212.68;80.84;80.85;80.84;80.84;;80.85;;80.85;2;;;80.84;0.0;0.0;0.0;2024-09-03;;;;;0.0;0.0;;2021-09-03;750.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АльфаБО-13;RU000A0JUU90;0;0.0;;;;99.8;25.56;;7.79;;0;;99.9;99.8;0.0;822202.7;0.0;2029-08-30;354.0;;;;5.3;26.43;2022-09-08;2021-09-01;1000.0;SUR;;;;2022-09-12;RUB;3
TQCB;2021-09-03;АльфаБО-14;RU000A0JUUA1;2;124012.4;100.01;100.01;100.01;100.01;39.78;100.01;7.01;100.01;124;;100.38;100.01;0.0;516941.7;0.0;2029-08-30;6.0;7.01;;;8.25;41.14;2021-09-09;2021-09-03;1000.0;SUR;;2.0881;;2021-09-13;RUB;3
TQCB;2021-09-03;ГПБ БО-10;RU000A0JUV08;16;3489882.2;98.87;104.42;98.89;98.89;26.47;98.89;7.23;104.42;3529;98.89;98.89;98.89;3489882.2;3489882.2;3489882.2;2024-09-26;372.0;7.23;;;6.0;30.25;2022-09-26;2021-09-03;1000.0;SUR;;7.1354;;2022-09-28;RUB;3
TQCB;2021-09-03;Росбн13ИП;RU000A0JUV81;0;0.0;;;;103.56;40.98;;-32.85;;0;;;103.56;0.0;0.0;0.0;2024-10-01;;;;;9.65;48.38;2021-10-01;;1000.0;SUR;;;;2021-10-22;RUB;3
TQCB;2021-09-03;Росбн15ИП;RU000A0JUW23;1;1771.25;109.0;109.0;109.0;109.0;14.59;109.0;6.0;109.0;2;;107.29;109.0;0.0;501560.12;0.0;2024-10-10;535.0;6.0;;;11.92;24.41;;2021-09-03;812.5;SUR;;;;;RUB;3
TQCB;2021-09-03;РСХБ БО13;RU000A0JUW31;1;17054.4;100.32;100.32;100.32;100.32;12.77;100.32;7.27;100.32;17;;100.32;100.32;0.0;541701.2;0.0;2024-09-27;376.0;7.27;;;7.4;18.45;2022-09-30;2021-09-03;1000.0;SUR;;7.1415;;2022-10-04;RUB;3
TQCB;2021-09-03;РСХБ БО14;RU000A0JUW72;0;0.0;;;;100.09;12.16;;7.51;;0;;100.09;100.09;0.0;520451.7;0.0;2024-09-30;379.0;;;;7.4;18.45;2022-10-03;2021-09-02;1000.0;SUR;;;;2022-10-05;RUB;3
TQRD;2021-09-03;ОткрХОЛБО4;RU000A0JUWV3;6;248.7;1.8;2.54;1.8;1.87;;1.91;;2.54;13;;;1.87;0.0;0.0;0.0;2027-09-30;;;;;0.01;0.05;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД БО-16;RU000A0JUX71;0;0.0;;;;;26.13;;;;0;;;;0.0;0.0;0.0;2039-09-20;;;;;6.67;33.26;2021-10-12;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрежИн БО2;RU000A0JUYJ4;0;0.0;;;;80.0;24.16;;377.43;;0;;;80.0;0.0;0.0;0.0;2021-10-29;;;;;7.0;34.9;;2020-08-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрансФБО37;RU000A0JUZZ7;2;168317.0;99.01;99.01;99.01;99.01;31.36;99.01;16.3;99.01;170;99.97;99.97;99.01;514830.0;514830.0;514830.0;2024-11-11;73.0;16.3;;;10.5;52.36;2021-11-15;2021-09-03;1000.0;SUR;;14.1921;;2021-11-22;RUB;3
TQIR;2021-09-03;Ситимат02;RU000A0JV0T3;0;0.0;;;;98.5;142.65;;7.68;;0;;;98.5;0.0;0.0;0.0;2025-06-01;;;;;8.3;284.72;;;857.0;SUR;;;;;RUB;3
TQCB;2021-09-03;АльфаБО-15;RU000A0JV0U1;0;0.0;;;;99.02;18.95;;7.6;;0;;;99.02;0.0;0.0;0.0;2029-11-13;;;;;6.85;34.16;2023-05-23;2021-08-25;1000.0;SUR;;;;2023-05-25;RUB;3
TQCB;2021-09-03;АИЖК14-3А2;RU000A0JV1B9;0;0.0;;;;;0.61;;;;0;;;;0.0;0.0;0.0;2047-06-16;;;;;3.0;0.71;2021-09-16;;93.76;SUR;;;;;RUB;3
TQCB;2021-09-03;АИЖК14-3А1;RU000A0JV1C7;0;0.0;;;;;1.83;;;;0;;;;0.0;0.0;0.0;2047-06-16;;;;;9.0;2.13;2021-09-16;;93.76;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО2;RU000A0JV1W5;0;0.0;;;;110.8;23.69;;5.77;;0;;;110.8;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО3;RU000A0JV1X3;0;0.0;;;;105.65;23.69;;7.53;;0;106.81;106.75;105.65;786127.8;501731.2;786127.8;2024-11-28;1029.0;;;;9.4;46.87;;2021-09-02;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО4;RU000A0JV1Y1;0;0.0;;;;109.93;23.69;;6.06;;0;;;109.93;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО8;RU000A0JV201;0;0.0;;;;100.4;23.69;;9.46;;0;;;100.4;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО9;RU000A0JV219;5;108313.8;106.19;106.19;106.19;106.19;23.69;106.19;7.34;106.19;102;;106.28;106.19;0.0;731178.1;0.0;2024-11-28;1029.0;7.34;;;9.4;46.87;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО14;RU000A0JV227;0;0.0;;;;107.86;23.69;;6.76;;0;;;107.86;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;2021-04-28;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО10;RU000A0JV235;0;0.0;;;;100.4;23.69;;9.46;;0;;;100.4;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО11;RU000A0JV243;0;0.0;;;;106.1;23.69;;7.37;;0;;106.1;106.1;0.0;615380.0;0.0;2024-11-28;1029.0;;;;9.4;46.87;;2021-05-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО12;RU000A0JV250;0;0.0;;;;106.1;23.69;;7.37;;0;;106.1;106.1;0.0;509280.0;0.0;2024-11-28;1029.0;;;;9.4;46.87;;2021-05-31;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РоснфтБО13;RU000A0JV268;0;0.0;;;;107.86;23.69;;6.76;;0;;;107.86;0.0;0.0;0.0;2024-11-28;;;;;9.4;46.87;;2021-04-28;1000.0;SUR;;;;;RUB;3
