BOARDID;TRADEDATE;SHORTNAME;SECID;NUMTRADES;VALUE;LOW;HIGH;CLOSE;LEGALCLOSEPRICE;ACCINT;WAPRICE;YIELDCLOSE;OPEN;VOLUME;MARKETPRICE2;MARKETPRICE3;ADMITTEDQUOTE;MP2VALTRD;MARKETPRICE3TRADESVALUE;ADMITTEDVALUE;MATDATE;DURATION;YIELDATWAP;IRICPICLOSE;BEICLOSE;COUPONPERCENT;COUPONVALUE;BUYBACKDATE;LASTTRADEDATE;FACEVALUE;CURRENCYID;CBRCLOSE;YIELDTOOFFER;YIELDLASTCOUPON;OFFERDATE;FACEUNIT;TRADINGSESSION
TQCB;2021-09-03;ФСК ЕЭС Б2;RU000A0JX090;0;0.0;;;;;2.56;;;;0;;;;0.0;0.0;0.0;2051-10-17;;;;;9.35;23.31;2021-11-23;;1000.0;SUR;;;;2021-11-30;RUB;3
TQCB;2021-09-03;МосОбл2016;RU000A0JX0B9;34;63009.81;102.78;103.23;102.91;102.91;2.38;102.96;7.48;102.8;68;;103.05;102.91;0.0;965432.25;0.0;2023-11-21;456.0;7.44;;;9.65;21.65;;2021-09-03;900.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ЯНАО-2016;RU000A0JX0Z8;90;152387.28;101.92;103.96;102.23;102.23;0.15;102.2;6.92;101.92;497;;102.23;102.23;0.0;500536.11;0.0;2023-12-06;319.0;6.96;;;9.37;7.01;;2021-09-03;300.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТелХолПБО2;RU000A0JX108;0;0.0;;;;;27.65;;;;0;;;;0.0;0.0;0.0;2021-12-01;;;;;10.85;54.1;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P1;RU000A0JX132;0;0.0;;;;100.05;0.36;;6.54;;0;;;100.05;0.0;0.0;0.0;2026-11-25;;;;;6.6;16.45;2021-12-01;2021-04-26;1000.0;SUR;;;;2021-12-06;RUB;3
TQCB;2021-09-03;ГТЛК 1P-02;RU000A0JX199;0;0.0;;;;101.5;15.79;;8.95;;0;;;101.5;0.0;0.0;0.0;2031-11-24;;;;;9.0;16.33;;2021-07-21;727.7;SUR;;;;;RUB;3
TQCB;2021-09-03;КАМАЗ БО14;RU000A0JX1C5;0;0.0;;;;;23.92;;;;0;;;;0.0;0.0;0.0;2031-11-24;;;;;9.92;49.46;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД-41 обл;RU000A0JX1S1;2;1982.6;99.13;99.13;99.13;99.13;15.49;99.13;7.51;99.13;2;99.34;99.34;99.13;612921.7;572192.3;612921.7;2031-11-27;444.0;7.51;;;6.65;33.16;2022-12-08;2021-09-03;1000.0;SUR;;7.3975;;2022-12-12;RUB;3
TQCB;2021-09-03;ХМАО 10;RU000A0JX215;5;10039.82;101.8;102.5;102.47;102.47;12.99;102.45;6.7;101.8;14;;102.1;102.47;0.0;6539451.94;0.0;2023-12-18;346.0;6.72;;;9.15;15.97;;2021-09-03;700.0;SUR;;;;;RUB;3
TQCB;2021-09-03;КАМАЗ БО15;RU000A0JX2B5;0;0.0;;;;;21.11;;;;0;;;;0.0;0.0;0.0;2031-12-02;;;;;9.63;48.02;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РосбанкБ12;RU000A0JX2D1;0;0.0;;;;98.9;13.46;;7.59;;0;;98.9;98.9;0.0;4827104.9;0.0;2026-12-20;456.0;;;;6.55;32.84;2022-12-20;2021-09-02;1000.0;SUR;;;;2022-12-23;RUB;3
TQCB;2021-09-03;РосбанкБ11;RU000A0JX2F6;0;0.0;;;;98.8;13.46;;7.67;;0;;;98.8;0.0;0.0;0.0;2026-12-20;;;;;6.55;32.84;2022-12-20;2021-09-01;1000.0;SUR;;;;2022-12-23;RUB;3
TQCB;2021-09-03;КРАУС Б1P1;RU000A0JX2L4;0;0.0;;;;;21.37;;;;0;;;;0.0;0.0;0.0;2026-12-10;;;;;10.0;49.86;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РСЭКСМБ1Р1;RU000A0JX2M2;0;0.0;;;;101.3;506.3;101.3;4.1;;0;101.2522;101.26;101.3;42021663.84;9351082.11;42021663.84;2026-12-10;;2.22;;;3.25;16.21;2022-12-15;2021-08-30;1000.0;SUR;;;;2022-12-20;USD;3
TQOD;2021-09-03;РСЭКСМБ1Р1;RU000A0JX2M2;2;4052.0;101.3;101.3;101.3;101.3;6.95;101.3;2.22;101.3;4;101.2522;101.26;101.3;42021663.84;9351082.11;42021663.84;2026-12-10;459.0;2.22;;;3.25;16.21;2022-12-15;2021-09-03;1000.0;USD;;2.1766;;2022-12-20;USD;3
TQCB;2021-09-03;БашнфБ1P1R;RU000A0JX2P5;0;0.0;;;;;20.3;;;;0;;;;0.0;0.0;0.0;2024-12-12;;;;;9.5;47.37;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;БашнфтБО10;RU000A0JX2Q3;0;0.0;;;;;20.3;;;;0;;;;0.0;0.0;0.0;2026-12-10;;;;;9.5;47.37;2024-12-12;;1000.0;SUR;;;;2024-12-17;RUB;3
TQCB;2021-09-03;ДОМ.РФ Б-5;RU000A0JX2R1;0;0.0;;;;99.9;10.23;;8.41;;0;;99.79;99.9;0.0;974929.7;0.0;2049-12-22;14.0;;;;4.85;12.09;2021-09-17;2021-08-27;1000.0;SUR;;;;2021-09-21;RUB;3
TQCB;2021-09-03;КалинОбл16;RU000A0JX2S9;28;189850.32;101.42;102.14;102.14;102.14;17.7;101.85;2.8;102.12;233;;101.64;102.14;0.0;530949.76;0.0;2021-12-17;103.0;3.85;;;10.49;20.92;;2021-09-03;800.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ПочтаРБ1P1;RU000A0JX2V3;0;0.0;;;;;8.25;;;;0;;;;0.0;0.0;0.0;2023-11-17;;;;;5.07;15.63;;;625.0;SUR;;;;;RUB;3
TQCB;2021-09-03;БашнфБ1P2R;RU000A0JX2X9;0;0.0;;;;109.8;20.3;;4.94;;0;;;109.8;0.0;0.0;0.0;2023-12-14;;;;;9.5;47.37;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ИркОбл2016;RU000A0JX314;0;0.0;;;;101.8;9.12;;3.26;;0;;101.62;101.8;0.0;523839.3;0.0;2021-12-25;111.0;;;;9.25;11.53;;2021-09-02;500.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P2;RU000A0JX355;3;2042943.0;100.57;100.64;100.64;100.64;19.81;100.64;7.09;100.57;2030;100.65;100.64;100.64;2317870.1;2313824.5;2317870.1;2026-12-11;105.0;7.09;;;9.39;46.82;2021-12-17;2021-09-03;1000.0;SUR;;6.5689;;2021-12-22;RUB;3
TQCB;2021-09-03;ДОМРФИА 1P;RU000A0JX3M0;0;0.0;;;;104.84;;;;;0;;;104.84;0.0;0.0;0.0;2039-12-28;;;;;0.0;0.0;2025-03-28;2021-08-18;169.65;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P3;RU000A0JX413;0;0.0;;;;;18.48;;;;0;;;;0.0;0.0;0.0;2026-12-17;;;;;9.5;47.37;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВЭБ ПБО1Р5;RU000A0JX4Q9;23;11787875.1;100.7;100.77;100.77;100.77;20.05;100.77;6.98;100.77;11698;100.77;100.77;100.77;11787875.1;11787875.1;11787875.1;2021-12-17;105.0;6.98;;;9.76;48.13;;2021-09-03;1000.0;SUR;;;6.614;;RUB;3
TQCB;2021-09-03;АльфаБО-18;RU000A0JX5W4;78;778911.0;98.29;99.12;98.8;98.8;8.19;98.6;7.57;98.72;790;98.6;98.6;98.8;778911.0;778911.0;778911.0;2032-01-05;483.0;7.74;;;6.5;32.41;2023-01-16;2021-09-03;1000.0;SUR;;7.4938;;2023-01-18;RUB;3
TQCB;2021-09-03;ОРГруппБО7;RU000A0JX8E6;0;0.0;;;;98.78;23561.64;;14.07;;0;;;98.78;0.0;0.0;0.0;2022-01-20;;;;;10.0;49863.01;;2021-09-02;2000000.0;SUR;;;;2021-11-30;RUB;3
TQCB;2021-09-03;БашнфБ1P3R;RU000A0JX9X4;0;0.0;;;;;10.04;;;;0;;;;0.0;0.0;0.0;2024-01-22;;;;;9.4;46.87;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТрнфБО1P5;RU000A0JXC24;9;119040.3;103.6;104.43;104.43;104.43;8.87;104.42;7.32;103.6;114;;104.31;104.43;0.0;501738.3;0.0;2024-01-26;800.0;7.33;;;9.25;46.12;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ПропфнБ-П1;RU000A0JXC40;0;0.0;;;;49.9998;;;;;0;;;49.9998;0.0;0.0;0.0;2026-01-23;;;;;2.2;10.97;;2020-12-24;1000.0;SUR;;;;;USD;3
TQCB;2021-09-03;ГТЛК 1P-03;RU000A0JXE06;81;5106406.0;106.8;107.06;107.01;107.01;8.74;106.85;8.0;107.02;4779;106.85;106.85;107.01;5106406.0;5106406.0;5106406.0;2032-01-22;783.0;8.08;;;11.0;27.42;2024-02-01;2021-09-03;1000.0;SUR;;7.9297;;2024-02-06;RUB;3
TQCB;2021-09-03;МТС 001P-1;RU000A0JXEV5;47;849413.4;100.42;101.09;101.05;101.05;6.9;100.76;6.47;100.71;843;100.76;100.76;101.05;849413.4;849413.4;849413.4;2022-02-04;154.0;7.2;;;9.0;44.88;;2021-09-03;1000.0;SUR;;;6.2248;;RUB;3
TQCB;2021-09-03;ГазпромКБ5;RU000A0JXFS8;184;7106477.4;103.42;103.92;103.54;103.55;5.61;103.58;7.41;103.92;6861;103.58;103.58;103.55;7106477.4;7106477.4;7106477.4;2027-02-03;814.0;7.39;;;8.9;44.38;2024-02-07;2021-09-03;1000.0;SUR;;7.3422;;2024-02-12;RUB;3
TQCB;2021-09-03;ГазпромКБ6;RU000A0JXFY6;0;0.0;;;;107.9;5.61;;5.45;;0;;;107.9;0.0;0.0;0.0;2027-02-03;;;;;8.9;44.38;2024-02-07;;1000.0;SUR;;;;2024-02-12;RUB;3
TQCB;2021-09-03;ПЕРЕСВ С01;RU000A0JXGV0;1;210.43;15.99;15.99;15.99;15.99;;15.99;;15.99;4;;13.01;15.99;0.0;571886.69;0.0;2032-02-14;;;;;0.51;25.17;;2021-09-03;329.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ЧТПЗ 1P2;RU000A0JXHE4;34;486922.8;100.98;101.31;101.0;101.0;5.94;101.02;7.56;101.31;482;;101.02;101.0;0.0;502072.8;0.0;2022-02-10;160.0;7.51;;;9.85;49.12;;2021-09-03;1000.0;SUR;;;7.2628;;RUB;3
TQCB;2021-09-03;РЖД БО-11;RU000A0JXJK7;0;0.0;;;;102.75;3.79;;8.17;;0;;;102.75;0.0;0.0;0.0;2032-02-04;;;;;8.65;43.13;2027-02-10;;1000.0;SUR;;;;2027-02-15;RUB;3
TQCB;2021-09-03;СМП 02;RU000A0JXJM3;0;0.0;;;;100.0;12.49;;6.05;;0;100.0;100.0;100.0;950000.0;860000.0;950000.0;;106.0;;;;6.0;29.92;2021-12-18;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;СМП 03;RU000A0JXJP6;0;0.0;;;;100.0;12.66;;6.05;;0;100.0;100.0;100.0;950000.0;780000.0;950000.0;;105.0;;;;6.0;29.92;2021-12-17;2021-08-27;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ПИК БО-П01;RU000A0JXK40;134;5817616.0;100.02;100.35;100.29;100.29;1.52;100.3;7.39;100.19;5800;100.3;100.3;100.29;5817616.0;5817616.0;5817616.0;2022-02-25;175.0;7.36;;;7.9;39.39;;2021-09-03;1000.0;SUR;;;7.1242;;RUB;3
TQCB;2021-09-03;ТрансФ1P02;RU000A0JXK99;1;48510.0;99.0;99.0;99.0;99.0;0.82;99.0;9.91;99.0;49;;104.79;99.0;0.0;549106.2;0.0;2027-02-22;178.0;9.91;;;7.5;37.4;2022-02-28;2021-09-03;1000.0;SUR;;9.5745;;2022-03-03;RUB;3
TQCB;2021-09-03;Совком C01;RU000A0JXKQ2;0;0.0;;;;105.5;0.0;;13.34;;0;;;105.5;0.0;0.0;0.0;2028-02-25;;;;;14.5;72.3;;2020-12-14;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ИНГР БО-01;RU000A0JXLM9;0;0.0;;;;100.19;31.25;;-0.53;;0;;;100.19;0.0;0.0;0.0;2022-03-17;;;;;6.75;33.66;2021-09-16;2021-08-26;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ОткрФКБОП3;RU000A0JXLR8;5;995886.7;98.6;98.88;98.6;98.6;26.65;98.6;7.48;98.88;1010;98.44;98.46;98.6;1982630.3;1861911.4;1982630.3;2023-04-10;550.0;7.48;;;6.4;32.26;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Локосерв 1;RU000A0JXLU2;0;0.0;;;;100.06;17.12;;8.73;;0;;;100.06;0.0;0.0;0.0;2027-06-20;;;;;8.68;21.88;2021-12-23;;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;СТТ 02;RU000A0JXMB0;1;264.4;26.44;26.44;26.44;26.44;43.01;26.44;;26.44;1;;;26.44;0.0;0.0;0.0;2022-03-30;;;;;10.0;49.86;2021-09-28;2021-09-03;1000.0;SUR;;;;2022-03-30;RUB;3
TQCB;2021-09-03;ЧТПЗ 1P3;RU000A0JXME4;36;893332.0;103.86;104.31;103.99;103.99;18.87;104.0;8.19;104.31;859;104.0;104.0;103.99;893332.0;893332.0;893332.0;2024-03-21;823.0;8.18;;;9.7;24.18;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ПочтаРосБ4;RU000A0JXMP0;2;3886.4;97.16;97.16;97.16;97.16;28.14;97.16;7.9;97.16;4;97.69;97.69;97.16;3839345.6;3839345.6;3839345.6;2027-03-22;850.0;7.9;;;6.5;32.41;2024-03-25;2021-09-03;1000.0;SUR;;7.8432;;2024-03-28;RUB;3
TQCB;2021-09-03;РЖД Б01P1R;RU000A0JXN05;72;1255202.6;101.77;102.67;102.17;102.17;22.41;101.88;7.46;102.67;1232;101.88;101.88;102.17;1255202.6;1255202.6;1255202.6;2032-05-18;590.0;7.65;;;8.7;43.38;2023-05-30;2021-09-03;1000.0;SUR;;7.391;;2023-06-02;RUB;3
TQIR;2021-09-03;РСГ-ФинБ7;RU000A0JXN13;5;817342.5;101.4;101.9;101.4;101.4;50.63;101.41;9.6;101.89;806;101.43;101.41;101.4;1041688.9;831584.6;1041688.9;2022-04-01;200.0;9.58;;;12.0;59.84;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;СистемБ1P6;RU000A0JXN21;46;696290.9;100.6;100.93;100.61;100.7;37.55;100.62;7.91;100.93;692;100.62;100.62;100.7;696290.9;696290.9;696290.9;2027-03-26;202.0;7.89;;;8.9;44.38;2022-04-01;2021-09-03;1000.0;SUR;;7.6127;;2022-04-06;RUB;3
TQRD;2021-09-03;КонцесТ 01;RU000A0JXN62;0;0.0;;;;;30.98;;;;0;;;;0.0;0.0;0.0;2032-04-06;;;;;8.91;75.19;;;846.16;SUR;;;;2032-04-06;RUB;3
TQCB;2021-09-03;ВСК 01P-01;RU000A0JXNB8;8;25884.6;99.4;99.73;99.4;99.45;28.77;99.56;8.23;99.71;26;;99.28;99.45;0.0;516257.1;0.0;2022-04-05;208.0;7.93;;;7.0;34.9;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Газпнф1P1R;RU000A0JXNF9;47;255157.1;100.94;101.36;100.94;100.94;35.52;101.25;7.12;101.36;252;;101.27;100.94;0.0;1256796.5;0.0;2022-04-06;208.0;6.56;;;8.7;43.38;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQRD;2021-09-03;КонцесВ 04;RU000A0JXP29;0;0.0;;;;;28.09;;;;0;;;;0.0;0.0;0.0;2031-06-07;;;;;8.91;75.19;;;846.16;SUR;;;;;RUB;3
TQCB;2021-09-03;ГПБ БО-16;RU000A0JXP45;19;794993.9;96.0;97.43;96.9;96.9;23.06;96.48;7.56;97.43;824;96.48;96.48;96.9;794993.9;794993.9;794993.9;2024-04-18;878.0;7.75;;;6.1;30.58;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТМК БО-6;RU000A0JXPD9;11;95999.7;99.99;100.0;99.99;100.0;29.81;100.0;8.12;100.0;96;;100.0;100.0;0.0;962020.5;0.0;2027-04-13;46.0;8.03;;;8.0;39.89;2021-10-19;2021-09-03;1000.0;SUR;;6.6991;;2021-10-25;RUB;3
TQCB;2021-09-03;ГТЛК 1P-04;RU000A0JXPG2;61;625276.7;103.21;103.54;103.45;103.45;12.14;103.35;7.77;103.54;605;103.35;103.35;103.45;625276.7;625276.7;625276.7;2032-04-06;549.0;7.84;;;9.85;24.56;2023-04-18;2021-09-03;1000.0;SUR;;7.6926;;2023-04-21;RUB;3
TQCB;2021-09-03;ПолиплП1Б1;RU000A0JXPJ6;0;0.0;;;;120.0;35.4;;-2.54;;0;;;120.0;0.0;0.0;0.0;2023-04-18;;;;;9.5;47.37;;2021-08-20;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТранснфБО7;RU000A0JXPK4;0;0.0;;;;;32.36;;;;0;;;;0.0;0.0;0.0;2027-04-14;;;;;8.75;43.63;2024-04-17;;1000.0;SUR;;;;2024-04-19;RUB;3
TQCB;2021-09-03;ЛСР БО 1Р2;RU000A0JXPM0;115;832838.6;100.5;100.95;100.8;100.8;4.65;100.78;7.61;100.95;2066;100.78;100.78;100.8;832838.6;832838.6;832838.6;2022-04-20;135.0;7.67;;;9.65;9.62;;2021-09-03;400.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Ростел1P2R;RU000A0JXPN8;4;16150.7;100.82;100.97;100.97;100.97;31.99;100.94;7.12;100.97;16;100.85;100.85;100.97;560714.1;545593.6;560714.1;2027-04-14;222.0;7.17;;;8.65;43.13;2022-04-20;2021-09-03;1000.0;SUR;;6.8749;;2022-04-25;RUB;3
TQRD;2021-09-03;СТТ 03;RU000A0JXPT5;3;802.8;18.93;23.49;18.93;18.93;42.41;20.07;;23.49;4;;24.72;18.93;0.0;500236.6;0.0;2022-04-27;;;;;12.0;59.84;;2021-09-03;1000.0;SUR;;;;2022-04-27;RUB;3
TQCB;2021-09-03;Калаш БП1;RU000A0JXPU3;42;787273.1;100.83;101.06;101.06;101.06;33.41;100.93;7.43;100.83;780;100.93;100.93;101.06;787273.1;787273.1;787273.1;2022-04-21;222.0;7.66;;;9.1;45.38;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ФПК 1P-01;RU000A0JXQ28;4;254036.8;101.2;101.69;101.69;101.69;32.31;101.21;7.32;101.21;251;101.48;101.48;101.69;1289838.1;1288820.6;1289838.1;2027-04-15;390.0;7.78;;;8.8;43.88;2022-10-20;2021-09-03;1000.0;SUR;;7.1772;;2022-10-25;RUB;3
TQCB;2021-09-03;РЖД Б01P2R;RU000A0JXQ44;23;64712.2;104.35;104.44;104.36;104.36;31.21;104.37;7.5;104.37;62;;104.14;104.36;0.0;507158.6;0.0;2037-04-02;1395.0;7.5;;;8.5;42.38;2026-04-16;2021-09-03;1000.0;SUR;;7.4641;;2026-04-21;RUB;3
TQCB;2021-09-03;АВТОБФ БП1;RU000A0JXQ51;6;36953.0;99.86;99.9;99.9;99.9;28.24;99.87;8.61;99.86;37;;99.65;99.9;0.0;500262.8;0.0;2024-04-19;49.0;8.87;;;7.75;38.64;2021-10-22;2021-09-03;1000.0;SUR;;7.7693;;2022-04-27;RUB;3
TQCB;2021-09-03;Тинькофф1R;RU000A0JXQ85;162;2440366.2;99.15;100.29;99.85;99.87;24.41;99.85;7.05;99.86;2444;99.85;99.85;99.87;2440366.2;2440366.2;2440366.2;2022-04-22;225.0;7.05;;;6.7;33.41;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ПИК БО-П02;RU000A0JXQ93;135;1523961.19;101.49;101.99;101.61;101.6;3.62;101.6;7.41;101.99;5357;101.6;101.6;101.6;1523961.19;1523961.19;1523961.19;2022-04-22;150.0;7.44;;;11.25;7.85;;2021-09-03;280.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Роснфт1P4;RU000A0JXQK2;111;4543682.9;101.63;101.97;101.78;101.79;30.1;101.74;7.6;101.91;4466;101.74;101.74;101.79;4543682.9;4543682.9;4543682.9;2027-04-22;558.0;7.63;;;8.65;43.13;2023-04-27;2021-09-03;1000.0;SUR;;7.4911;;2023-05-03;RUB;3
TQCB;2021-09-03;АРАГОН об;RU000A0JXQQ9;0;0.0;;;;101.0;6.58;;6.59;;0;;;101.0;0.0;0.0;0.0;2022-05-04;;;;;8.0;19.95;;2021-08-17;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;Якут-09 об;RU000A0JXR43;4;10033.21;102.53;102.99;102.79;102.79;3.88;102.9;6.97;102.99;13;;101.92;102.79;0.0;561084.56;0.0;2024-05-16;573.0;6.89;;;8.59;16.06;;2021-09-03;750.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РСетиМРБ10;RU000A0JXR50;1;1009.0;100.9;100.9;100.9;100.9;26.47;100.9;7.27;100.9;1;100.49;100.49;100.9;1394833.5;1393824.0;1394833.5;2027-05-06;244.0;7.27;;;8.55;42.63;2022-05-12;2021-09-03;1000.0;SUR;;7.0673;;2022-05-16;RUB;3
TQCB;2021-09-03;Роснфт1P5;RU000A0JXR68;0;0.0;;;;;5.18;;;;0;;;;0.0;0.0;0.0;2025-05-08;;;;;8.6;21.44;;;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;РЖД Б01P3R;RU000A0JXR84;0;0.0;;;;103.68;26.01;;7.37;;0;103.7;103.7;103.68;20784352.4;10400935.4;20784352.4;2037-04-23;1158.0;;;;8.4;41.88;2025-05-08;2021-09-02;1000.0;SUR;;;;2025-05-14;RUB;3
TQRD;2021-09-03;ПропфнБ-П2;RU000A0JXRB9;0;0.0;;;;97.0;;;;;0;;;97.0;0.0;0.0;0.0;2024-05-14;;;;;2.0;9.97;;;1000.0;SUR;;;;;USD;3
TQCB;2021-09-03;ПочтаРБ1P2;RU000A0JXRD5;10;25720.2;98.92;98.97;98.92;98.92;20.86;98.92;7.63;98.93;26;;98.94;98.92;0.0;1279231.0;0.0;2027-05-11;895.0;7.63;;;7.05;35.15;2024-05-14;2021-09-03;1000.0;SUR;;7.5867;;2024-05-17;RUB;3
TQCB;2021-09-03;СамолетБП1;RU000A0JXRF0;14;133133.82;103.2;103.49;103.49;103.41;1.4;103.4;6.98;103.35;515;;103.29;103.41;0.0;639911.54;0.0;2022-05-17;248.0;7.11;;;12.0;7.48;;2021-09-03;250.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ДОМРФИА 01;RU000A0JXRM6;0;0.0;;;;;;;;;0;;;;0.0;0.0;0.0;2049-09-28;;;;;0.0;0.0;2027-06-28;;352.22;SUR;;;;;RUB;3
TQCB;2021-09-03;ИКС5Фин1P2;RU000A0JXRS3;0;0.0;;;;97.13;16.25;;7.2;;0;;;97.13;0.0;0.0;0.0;2032-05-07;;;;;5.65;28.17;2023-11-17;2021-09-02;1000.0;SUR;;;;2023-11-22;RUB;3
TQCB;2021-09-03;АльфаБО-20;RU000A0JXRV7;6;18876.8;99.17;99.4;99.17;99.17;18.95;99.35;7.5;99.39;19;;99.4;99.17;0.0;500977.4;0.0;2032-05-11;592.0;7.38;;;6.85;34.16;2023-05-23;2021-09-03;1000.0;SUR;;7.4406;;2023-05-25;RUB;3
TQCB;2021-09-03;ДОМРФИА 02;RU000A0JXS26;0;0.0;;;;102.15;;;;;0;;;102.15;0.0;0.0;0.0;2041-03-28;;;;;0.0;0.0;2021-12-28;2021-08-20;208.96;SUR;;;;;RUB;3
TQCB;2021-09-03;КТЖФинанс1;RU000A0JXS34;81;1836642.1;100.71;100.82;100.82;100.82;20.86;100.8;7.72;100.71;1822;100.8;100.8;100.82;1836642.1;1836642.1;1836642.1;2022-06-07;269.0;7.75;;;8.75;43.63;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ПочтаРБ1P3;RU000A0JXS59;1;2938.8;97.96;97.96;97.96;97.96;16.44;97.96;7.41;97.96;3;97.56;97.57;97.96;1535622.2;1340602.2;1535622.2;2027-05-19;596.0;7.41;;;6.0;29.92;2023-05-24;2021-09-03;1000.0;SUR;;7.3188;;2023-05-29;RUB;3
TQCB;2021-09-03;ЯрОбл 2017;RU000A0JXS83;2;4116.0;102.9;102.9;102.9;102.9;8.75;102.9;7.75;102.9;4;;103.44;102.9;0.0;504785.4;0.0;2027-04-20;1231.0;7.75;;;8.4;20.94;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ВлгОб35007;RU000A0JXSD3;74;729781.56;100.71;101.26;101.25;101.25;20.48;101.11;7.67;101.0;802;101.11;101.11;101.25;729781.56;729781.56;729781.56;2024-06-02;526.0;7.76;;;8.4;20.94;;2021-09-03;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;ТМК БО-7;RU000A0JXSF8;10;78576.5;99.2;99.88;99.88;99.88;20.41;99.46;7.81;99.2;79;;98.97;99.88;0.0;1538930.9;0.0;2027-05-21;591.0;8.09;;;7.6;37.9;2023-05-26;2021-09-03;1000.0;SUR;;7.702;;2023-06-01;RUB;3
TQCB;2021-09-03;Акрон Б1P2;RU000A0JXSS1;0;0.0;;;;100.98;22.15;;4.32;;0;;100.32;100.98;0.0;56835970.7;0.0;2027-05-25;88.0;;;;8.6;42.88;2021-11-30;2021-09-02;1000.0;SUR;;;;2021-12-03;RUB;3
TQCB;2021-09-03;СамарОбл13;RU000A0JXT41;26;322831.2;101.15;104.9;101.26;101.26;0.0;101.9;7.62;104.9;396;;103.09;101.26;0.0;520802.6;0.0;2024-05-31;603.0;7.21;;;8.19;18.38;;2021-09-03;800.0;SUR;;;;;RUB;3
TQCB;2021-09-03;МежИнБ01P1;RU000A0JXT58;0;0.0;;;;72.6;;;;;0;;;72.6;0.0;0.0;0.0;2027-03-01;;;;;0.01;0.05;;2021-08-10;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;БелугаБП1;RU000A0JXTB5;10;11739.4;101.43;102.13;102.11;102.11;11.32;102.08;6.65;102.13;23;;101.93;102.11;0.0;535653.6;0.0;2022-06-07;269.0;6.7;;;9.5;23.68;;2021-09-03;500.0;SUR;;;;;RUB;3
TQRD;2021-09-03;ОткрХОЛБП1;RU000A0JXTG4;0;0.0;;;;4.08;;;;;0;;;4.08;0.0;0.0;0.0;2032-05-26;;;;;0.01;0.02;;2021-09-01;1000.0;SUR;;;;;RUB;3
TQCB;2021-09-03;RUS-27;RU000A0JXTS9;0;0.0;;;;112.85;120403.3736;112.5;;;0;;;112.85;0.0;0.0;0.0;2027-06-23;;1.94;;;4.25;4250.0;;;200000.0;SUR;;;;;USD;3
TQOD;2021-09-03;RUS-27;RU000A0JXTS9;0;0.0;;;;112.85;1652.7778;112.5;1.88;;0;;;112.85;0.0;0.0;0.0;2027-06-23;;1.94;;;4.25;4250.0;;2021-08-05;200000.0;USD;;;;;USD;3
TQCB;2021-09-03;БелгОб2017;RU000A0JXTW1;5;148253.8;101.53;101.55;101.55;101.54;18.08;101.54;7.31;101.54;146;;101.55;101.54;0.0;500622.7;0.0;2024-06-11;500.0;7.31;;;8.25;20.57;;2021-09-03;1000.0;SUR;;;;;RUB;3
